zone,geometry,sum_Hourly Flow_100m_radius
6963,"POLYGON ((354710.3172131641 178543.09970816912, 354699.2703563195 178470.9730628305, 354631.74476012134 178450.0934433184, 354575.26597072015 178501.3410995226, 354586.3133339621 178573.46805871016, 354653.83898020076 178594.3470478431, 354710.3172131641 178543.09970816912))",0
6964,"POLYGON ((354135.71475925145 178571.5678679552, 354124.6655146463 178499.43904493825, 354057.1351256873 178478.55891837465, 354000.6539313092 178529.80824524618, 354011.7036823844 178601.93738212832, 354079.2341213619 178622.81687827094, 354135.71475925145 178571.5678679552))",0
6965,"POLYGON ((354586.3133339621 178573.46805871016, 354575.26597072015 178501.3410995226, 354507.7394059544 178480.4615046804, 354451.2601543932 178531.7094994085, 354462.3080240525 178603.83677244134, 354529.83463884954 178624.71573689516, 354586.3133339621 178573.46805871016))",0
6966,"POLYGON ((354462.3080240525 178603.83677244134, 354451.2601543932 178531.7094994085, 354383.73262106715 178510.8299292369, 354327.2529073708 178562.07826249232, 354338.30128346744 178634.20584937057, 354405.8288668157 178655.0847891452, 354462.3080240525 178603.83677244134))",0
6967,"POLYGON ((354912.88935909944 178605.7361685767, 354901.8433707373 178533.6107592968, 354834.3196616282 178512.73172081338, 354777.8418908411 178563.97872197768, 354788.8883855863 178636.10444508598, 354856.41214472975 178656.9828532015, 354912.88935909944 178605.7361685767))",0
6968,"POLYGON ((354338.30128346744 178634.20584937057, 354327.2529073708 178562.07826249232, 354259.72440548835 178541.1987169928, 354203.24422968423 178592.447388777, 354214.293112237 178664.57528950128, 354281.8216641315 178685.4542045883, 354338.30128346744 178634.20584937057))",0
6969,"POLYGON ((354788.8883855863 178636.10444508598, 354777.8418908411 178563.97872197768, 354710.3172131641 178543.09970816912, 354653.83898020076 178594.3470478431, 354664.885981351 178666.47308477975, 354732.41070905334 178687.3514682126, 354788.8883855863 178636.10444508598))",0
6970,"POLYGON ((353606.5078390245 178476.6563377375, 353595.45635094406 178404.5247284575, 353527.9212193143 178383.64346437046, 353471.4375257392 178434.8944400149, 353482.4895203366 178507.02636319055, 353550.02470198675 178527.90699682402, 353606.5078390245 178476.6563377375))",0
6971,"POLYGON ((354057.1351256873 178478.55891837465, 354046.08551905066 178406.42917306995, 353978.55421157595 178385.54844075954, 353922.0724607018 178436.7980841741, 353933.1225738019 178508.92814335745, 354000.6539313092 178529.80824524618, 354057.1351256873 178478.55891837465))",0
6972,"POLYGON ((353933.1225738019 178508.92814335745, 353922.0724607018 178436.7980841741, 353854.54018467537 178415.91737652727, 353798.0579717201 178467.1673584968, 353809.1085913058 178539.29773156025, 353876.64091735566 178560.17780877545, 353933.1225738019 178508.92814335745))",0
6973,"POLYGON ((353809.1085913058 178539.29773156025, 353798.0579717201 178467.1673584968, 353730.5247271482 178446.28667551855, 353674.0420521392 178497.53699604515, 353685.09317822714 178569.66768298857, 353752.6264728146 178590.5477355268, 353809.1085913058 178539.29773156025))",0
6974,"POLYGON ((353685.09317822714 178569.66768298857, 353674.0420521392 178497.53699604515, 353606.5078390245 178476.6563377375, 353550.02470198675 178527.90699682402, 353561.0763345983 178600.03799764684, 353628.61059771816 178620.9180255009, 353685.09317822714 178569.66768298857))",0
6975,"POLYGON ((353561.0763345983 178600.03799764684, 353550.02470198675 178527.90699682402, 353482.4895203366 178507.02636319055, 353426.00592129567 178558.27736083983, 353437.05806044955 178630.40867553913, 353504.59329209663 178651.28867871128, 353561.0763345983 178600.03799764684))",0
6976,"POLYGON ((354011.7036823844 178601.93738212832, 354000.6539313092 178529.80824524618, 353933.1225738019 178508.92814335745, 353876.64091735566 178560.17780877545, 353887.69117492053 178632.30725951714, 353955.22258243774 178653.1867309771, 354011.7036823844 178601.93738212832))",0
6977,"POLYGON ((353887.69117492053 178632.30725951714, 353876.64091735566 178560.17780877545, 353809.1085913058 178539.29773156025, 353752.6264728146 178590.5477355268, 353763.67723689124 178662.67750012805, 353831.20961294114 178683.55694690102, 353887.69117492053 178632.30725951714))",0
6978,"POLYGON ((353763.67723689124 178662.67750012805, 353752.6264728146 178590.5477355268, 353685.09317822714 178569.66768298857, 353628.61059771816 178620.9180255009, 353639.66186832375 178693.04810396308, 353707.19521290343 178713.92752604984, 353763.67723689124 178662.67750012805))",0
6979,"POLYGON ((353639.66186832375 178693.04810396308, 353628.61059771816 178620.9180255009, 353561.0763345983 178600.03799764684, 353504.59329209663 178651.28867871128, 353515.6450692522 178723.4190710294, 353583.1793823533 178744.2984684236, 353639.66186832375 178693.04810396308))",0
6980,"POLYGON ((355239.4524807781 178638.00304665975, 355228.4078672642 178565.8791872245, 355160.88701383007 178545.0007050821, 355104.4107238665 178596.24671271455, 355115.4558437313 178668.37088595907, 355182.97674720373 178689.24873775768, 355239.4524807781 178638.00304665975))",0
6981,"POLYGON ((355689.9935685443 178639.9016540849, 355678.9508361407 178567.779658227, 355611.43380698725 178546.90170771966, 355554.95946017944 178598.1463833807, 355566.00269887986 178670.2686930322, 355633.51977808465 178691.14601322624, 355689.9935685443 178639.9016540849))",0
6982,"POLYGON ((355115.4558437313 178668.37088595907, 355104.4107238665 178596.24671271455, 355036.8889018572 178575.36825524352, 354980.4121496783 178626.61460137, 354991.45777591487 178698.73908842803, 355058.97964795254 178719.61691554537, 355115.4558437313 178668.37088595907))",0
6983,"POLYGON ((355566.00269887986 178670.2686930322, 355554.95946017944 178598.1463833807, 355487.441462437 178577.26845754607, 355430.9666533478 178628.51347168343, 355442.01039836596 178700.63609513012, 355509.52844615036 178721.51339064288, 355566.00269887986 178670.2686930322))",0
6984,"POLYGON ((354991.45777591487 178698.73908842803, 354980.4121496783 178626.61460137, 354912.88935909944 178605.7361685767, 354856.41214472975 178656.9828532015, 354867.458277357 178729.1076540681, 354934.9811179561 178749.98545649782, 354991.45777591487 178698.73908842803))",0
6985,"POLYGON ((355442.01039836596 178700.63609513012, 355430.9666533478 178628.51347168343, 355363.4476870243 178607.63557052444, 355306.9724156796 178658.88092314173, 355318.0166670356 178731.00386038207, 355385.5356833926 178751.88113120932, 355442.01039836596 178700.63609513012))",0
6986,"POLYGON ((355318.0166670356 178731.00386038207, 355306.9724156796 178658.88092314173, 355239.4524807781 178638.00304665975, 355182.97674720373 178689.24873775768, 355194.0215049177 178761.37198879098, 355261.5414898428 178782.24923492986, 355318.0166670356 178731.00386038207))",0
6987,"POLYGON ((355768.5520493693 178732.90007266705, 355757.50967916416 178660.77899895736, 355689.9935685443 178639.9016540849, 355633.51977808465 178691.14601322624, 355644.562654593 178763.2674007119, 355712.0788152504 178784.14411527454, 355768.5520493693 178732.90007266705))",0
6988,"POLYGON ((355194.0215049177 178761.37198879098, 355182.97674720373 178689.24873775768, 355115.4558437313 178668.37088595907, 355058.97964795254 178719.61691554537, 355070.02491204406 178791.74048036954, 355137.5458655302 178812.6177018144, 355194.0215049177 178761.37198879098))",0
6989,"POLYGON ((355644.562654593 178763.2674007119, 355633.51977808465 178691.14601322624, 355566.00269887986 178670.2686930322, 355509.52844615036 178721.51339064288, 355520.5718289835 178793.63509190234, 355588.08895821514 178814.51178177312, 355644.562654593 178763.2674007119))",0
6990,"POLYGON ((354214.293112237 178664.57528950128, 354203.24422968423 178592.447388777, 354135.71475925145 178571.5678679552, 354079.2341213619 178622.81687827094, 354090.28351039265 178694.945092835, 354157.813030828 178715.8239832379, 354214.293112237 178664.57528950128))",0
6991,"POLYGON ((354664.885981351 178666.47308477975, 354653.83898020076 178594.3470478431, 354586.3133339621 178573.46805871016, 354529.83463884954 178624.71573689516, 354540.882146423 178696.84208765806, 354608.4078426777 178717.7204464047, 354664.885981351 178666.47308477975))",0
6992,"POLYGON ((354540.882146423 178696.84208765806, 354529.83463884954 178624.71573689516, 354462.3080240525 178603.83677244134, 354405.8288668157 178655.0847891452, 354416.8768808333 178727.21145373367, 354484.4035456368 178748.08978778985, 354540.882146423 178696.84208765806))",0
6993,"POLYGON ((354416.8768808333 178727.21145373367, 354405.8288668157 178655.0847891452, 354338.30128346744 178634.20584937057, 354281.8216641315 178685.4542045883, 354292.87018461264 178757.58118300227, 354360.3978179594 178778.45949237084, 354416.8768808333 178727.21145373367))",0
6994,"POLYGON ((354867.458277357 178729.1076540681, 354856.41214472975 178656.9828532015, 354788.8883855863 178636.10444508598, 354732.41070905334 178687.3514682126, 354743.4573480913 178759.47658288776, 354810.98115724546 178780.35436062625, 354867.458277357 178729.1076540681))",0
6995,"POLYGON ((354292.87018461264 178757.58118300227, 354281.8216641315 178685.4542045883, 354214.293112237 178664.57528950128, 354157.813030828 178715.8239832379, 354168.86205779295 178787.95127547666, 354236.3906596771 178808.8295601491, 354292.87018461264 178757.58118300227))",0
6996,"POLYGON ((354743.4573480913 178759.47658288776, 354732.41070905334 178687.3514682126, 354664.885981351 178666.47308477975, 354608.4078426777 178717.7204464047, 354619.4549881468 178789.8458748919, 354686.9797658515 178810.72362793644, 354743.4573480913 178759.47658288776))",0
6997,"POLYGON ((354168.86205779295 178787.95127547666, 354157.813030828 178715.8239832379, 354090.28351039265 178694.945092835, 354033.8029669364 178746.19412509538, 354044.8525004033 178818.3217311569, 354112.38207081857 178839.19999113103, 354168.86205779295 178787.95127547666))",0
6998,"POLYGON ((354619.4549881468 178789.8458748919, 354608.4078426777 178717.7204464047, 354540.882146423 178696.84208765806, 354484.4035456368 178748.08978778985, 354495.4511975566 178820.21553008066, 354562.97694380366 178841.09325843042, 354619.4549881468 178789.8458748919))",0
6999,"POLYGON ((354495.4511975566 178820.21553008066, 354484.4035456368 178748.08978778985, 354416.8768808333 178727.21145373367, 354360.3978179594 178778.45949237084, 354371.4459763493 178850.58554846665, 354438.9726911356 178871.46325211675, 354495.4511975566 178820.21553008066))",0
7000,"POLYGON ((354090.28351039265 178694.945092835, 354079.2341213619 178622.81687827094, 354011.7036823844 178601.93738212832, 353955.22258243774 178653.1867309771, 353966.27247796475 178725.31525938434, 354033.8029669364 178746.19412509538, 354090.28351039265 178694.945092835))",0
7001,"POLYGON ((353515.6450692522 178723.4190710294, 353504.59329209663 178651.28867871128, 353437.05806044955 178630.40867553913, 353380.5745559811 178681.65969515714, 353391.62683970627 178753.79040133127, 353459.162121325 178774.66977403144, 353515.6450692522 178723.4190710294))",0
7002,"POLYGON ((353966.27247796475 178725.31525938434, 353955.22258243774 178653.1867309771, 353887.69117492053 178632.30725951714, 353831.20961294114 178683.55694690102, 353842.2600149846 178755.68578914867, 353909.79147248593 178776.56463016785, 353966.27247796475 178725.31525938434))",0
7003,"POLYGON ((353842.2600149846 178755.68578914867, 353831.20961294114 178683.55694690102, 353763.67723689124 178662.67750012805, 353707.19521290343 178713.92752604984, 353718.2461214827 178786.0566821358, 353785.7785475078 178806.9354984581, 353842.2600149846 178755.68578914867))",0
7004,"POLYGON ((353718.2461214827 178786.0566821358, 353707.19521290343 178713.92752604984, 353639.66186832375 178693.04810396308, 353583.1793823533 178744.2984684236, 353594.2307974906 178816.42793834995, 353661.7641920345 178837.3067299733, 353718.2461214827 178786.0566821358))",0
7005,"POLYGON ((353594.2307974906 178816.42793834995, 353583.1793823533 178744.2984684236, 353515.6450692522 178723.4190710294, 353459.162121325 178774.66977403144, 353470.2140430372 178846.7995577961, 353537.7484060953 178867.67832471547, 353594.2307974906 178816.42793834995))",0
7006,"POLYGON ((354044.8525004033 178818.3217311569, 354033.8029669364 178746.19412509538, 353966.27247796475 178725.31525938434, 353909.79147248593 178776.56463016785, 353920.84151247644 178848.69255004992, 353988.37205141777 178869.57078532438, 354044.8525004033 178818.3217311569))",0
7007,"POLYGON ((353920.84151247644 178848.69255004992, 353909.79147248593 178776.56463016785, 353842.2600149846 178755.68578914867, 353785.7785475078 178806.9354984581, 353796.82909404393 178879.06373216287, 353864.36060150474 178899.94194273133, 353920.84151247644 178848.69255004992))",0
7008,"POLYGON ((353796.82909404393 178879.06373216287, 353785.7785475078 178806.9354984581, 353718.2461214827 178786.0566821358, 353661.7641920345 178837.3067299733, 353672.8152451328 178909.43527749722, 353740.3477211091 178930.3134633582, 353796.82909404393 178879.06373216287))",0
7009,"POLYGON ((353672.8152451328 178909.43527749722, 353661.7641920345 178837.3067299733, 353594.2307974906 178816.42793834995, 353537.7484060953 178867.67832471547, 353548.79996577697 178939.8071860586, 353616.3334102636 178960.68534721277, 353672.8152451328 178909.43527749722))",0
7010,"POLYGON ((355070.02491204406 178791.74048036954, 355058.97964795254 178719.61691554537, 354991.45777591487 178698.73908842803, 354934.9811179561 178749.98545649782, 354946.02688844525 178822.1093351121, 355013.5488104884 178842.98653186578, 355070.02491204406 178791.74048036954))",0
7011,"POLYGON ((355520.5718289835 178793.63509190234, 355509.52844615036 178721.51339064288, 355442.01039836596 178700.63609513012, 355385.5356833926 178751.88113120932, 355396.5795725704 178824.0031462434, 355464.09767037164 178844.87981142366, 355520.5718289835 178793.63509190234))",0
7012,"POLYGON ((355396.5795725704 178824.0031462434, 355385.5356833926 178751.88113120932, 355318.0166670356 178731.00386038207, 355261.5414898428 178782.24923492986, 355272.58588538447 178854.3715637406, 355340.1049517504 178875.24820422404, 355396.5795725704 178824.0031462434))",0
7013,"POLYGON ((355272.58588538447 178854.3715637406, 355261.5414898428 178782.24923492986, 355194.0215049177 178761.37198879098, 355137.5458655302 178812.6177018144, 355148.59076745773 178884.74034439476, 355216.1108023808 178905.61696018133, 355272.58588538447 178854.3715637406))",0
7014,"POLYGON ((355723.12132954784 178856.26458058011, 355712.0788152504 178784.14411527454, 355644.562654593 178763.2674007119, 355588.08895821514 178814.51178177312, 355599.13197884546 178886.63256083906, 355666.6481895151 178907.5086450813, 355723.12132954784 178856.26458058011))",0
7015,"POLYGON ((355148.59076745773 178884.74034439476, 355137.5458655302 178812.6177018144, 355070.02491204406 178791.74048036954, 355013.5488104884 178842.98653186578, 355024.5942188195 178915.10948821786, 355092.1152222961 178935.98607929912, 355148.59076745773 178884.74034439476))",0
7016,"POLYGON ((355599.13197884546 178886.63256083906, 355588.08895821514 178814.51178177312, 355520.5718289835 178793.63509190234, 355464.09767037164 178844.87981142366, 355475.141197352 178917.00090424292, 355542.658376587 178937.87696378405, 355599.13197884546 178886.63256083906))",0
7017,"POLYGON ((355024.5942188195 178915.10948821786, 355013.5488104884 178842.98653186578, 354946.02688844525 178822.1093351121, 354889.550324746 178873.35572508612, 354900.59623950097 178945.4789952092, 354968.11821152497 178966.3555615858, 355024.5942188195 178915.10948821786))",0
7018,"POLYGON ((355475.141197352 178917.00090424292, 355464.09767037164 178844.87981142366, 355396.5795725704 178824.0031462434, 355340.1049517504 178875.24820422404, 355351.14898510184 178947.36961079593, 355418.6671328965 178968.24564563454, 355475.141197352 178917.00090424292))",0
7019,"POLYGON ((355351.14898510184 178947.36961079593, 355340.1049517504 178875.24820422404, 355272.58588538447 178854.3715637406, 355216.1108023808 178905.61696018133, 355227.15534212376 178977.738680508, 355294.67445847293 178998.61469063984, 355351.14898510184 178947.36961079593))",0
7020,"POLYGON ((354946.02688844525 178822.1093351121, 354934.9811179561 178749.98545649782, 354867.458277357 178729.1076540681, 354810.98115724546 178780.35436062625, 354822.0274341517 178852.47855302994, 354889.550324746 178873.35572508612, 354946.02688844525 178822.1093351121))",0
7021,"POLYGON ((354371.4459763493 178850.58554846665, 354360.3978179594 178778.45949237084, 354292.87018461264 178757.58118300227, 354236.3906596771 178808.8295601491, 354247.4393245553 178880.95593004918, 354314.9670078755 178901.83360899676, 354371.4459763493 178850.58554846665))",0
7022,"POLYGON ((354822.0274341517 178852.47855302994, 354810.98115724546 178780.35436062625, 354743.4573480913 178759.47658288776, 354686.9797658515 178810.72362793644, 354698.0265491937 178882.84813412745, 354765.55040833505 178903.7252814846, 354822.0274341517 178852.47855302994))",0
7023,"POLYGON ((354247.4393245553 178880.95593004918, 354236.3906596771 178808.8295601491, 354168.86205779295 178787.95127547666, 354112.38207081857 178839.19999113103, 354123.43124220875 178911.32667483756, 354190.95989405573 178932.20432907908, 354247.4393245553 178880.95593004918))",0
7024,"POLYGON ((354698.0265491937 178882.84813412745, 354686.9797658515 178810.72362793644, 354619.4549881468 178789.8458748919, 354562.97694380366 178841.09325843042, 354574.0242336047 178913.2180784123, 354641.54906128475 178934.09520105983, 354698.0265491937 178882.84813412745))",0
7025,"POLYGON ((354574.0242336047 178913.2180784123, 354562.97694380366 178841.09325843042, 354495.4511975566 178820.21553008066, 354438.9726911356 178871.46325211675, 354450.0204874129 178943.58838588448, 354517.54628362885 178964.46548382955, 354574.0242336047 178913.2180784123))",0
7026,"POLYGON ((354450.0204874129 178943.58838588448, 354438.9726911356 178871.46325211675, 354371.4459763493 178850.58554846665, 354314.9670078755 178901.83360899676, 354326.0153106509 178973.95905655326, 354393.54207539576 178994.83612978447, 354450.0204874129 178943.58838588448))",0
7027,"POLYGON ((354900.59623950097 178945.4789952092, 354889.550324746 178873.35572508612, 354822.0274341517 178852.47855302994, 354765.55040833505 178903.7252814846, 354776.59682953305 178975.8488653766, 354844.11977009906 178996.72540704574, 354900.59623950097 178945.4789952092))",0
7028,"POLYGON ((354326.0153106509 178973.95905655326, 354314.9670078755 178901.83360899676, 354247.4393245553 178880.95593004918, 354190.95989405573 178932.20432907908, 354202.0087033475 179004.33009041857, 354269.5364366167 179025.20713893953, 354326.0153106509 178973.95905655326))",0
7029,"POLYGON ((354776.59682953305 178975.8488653766, 354765.55040833505 178903.7252814846, 354698.0265491937 178882.84813412745, 354641.54906128475 178934.09520105983, 354652.5959889478 179006.21909872425, 354720.119898051 179027.09561568312, 354776.59682953305 178975.8488653766))",0
7030,"POLYGON ((355971.09573846543 178795.52970948338, 355960.0542367706 178723.40987169155, 355892.5400132791 178702.53310775926, 355836.0672414458 178753.77681191522, 355847.1092494328 178825.89696346602, 355914.62352295354 178846.7730970977, 355971.09573846543 178795.52970948338))",0
7031,"POLYGON ((355847.1092494328 178825.89696346602, 355836.0672414458 178753.77681191522, 355768.5520493693 178732.90007266705, 355712.0788152504 178784.14411527454, 355723.12132954784 178856.26458058011, 355790.6365716469 178877.14068951848, 355847.1092494328 178825.89696346602))",0
7032,"POLYGON ((356297.6159185317 178827.79078676872, 356286.5757916174 178755.67249860836, 356219.06442385615 178734.79629091028, 356162.5931329707 178786.03900164692, 356173.63376614265 178858.15760354855, 356241.14518393774 178879.03318096802, 356297.6159185317 178827.79078676872))",0
7033,"POLYGON ((356173.63376614265 178858.15760354855, 356162.5931329707 178786.03900164692, 356095.08079661743 178765.1628186343, 356038.60904340603 178816.40586780978, 356049.65018285706 178888.5247834506, 356117.162569235 178909.40033617459, 356173.63376614265 178858.15760354855))",0
7034,"POLYGON ((356049.65018285706 178888.5247834506, 356038.60904340603 178816.40586780978, 355971.09573846543 178795.52970948338, 355914.62352295354 178846.7730970977, 355925.6651687037 178918.89232647838, 355993.1785236599 178939.7678545034, 356049.65018285706 178888.5247834506))",0
7035,"POLYGON ((355925.6651687037 178918.89232647838, 355914.62352295354 178846.7730970977, 355847.1092494328 178825.89696346602, 355790.6365716469 178877.14068951848, 355801.6787237134 178949.26023263828, 355869.19304724206 178970.13573596155, 355925.6651687037 178918.89232647838))",0
7036,"POLYGON ((356376.16613237484 178920.78375491773, 356365.1263677378 178848.6663888808, 356297.6159185317 178827.79078676872, 356241.14518393774 178879.03318096802, 356252.1854548406 178951.15086072852, 356319.69595406496 178972.02583256474, 356376.16613237484 178920.78375491773))",0
7037,"POLYGON ((356252.1854548406 178951.15086072852, 356241.14518393774 178879.03318096802, 356173.63376614265 178858.15760354855, 356117.162569235 178909.40033617459, 356128.2033464229 178981.51832965587, 356195.71481422713 179002.39327678533, 356252.1854548406 178951.15086072852))",0
7038,"POLYGON ((356128.2033464229 178981.51832965587, 356117.162569235 178909.40033617459, 356049.65018285706 178888.5247834506, 355993.1785236599 178939.7678545034, 356004.21980715136 179011.88616170542, 356071.7322435306 179032.76108413312, 356128.2033464229 178981.51832965587))",0
7039,"POLYGON ((356004.21980715136 179011.88616170542, 355993.1785236599 178939.7678545034, 355925.6651687037 178918.89232647838, 355869.19304724206 178970.13573596155, 355880.23483706004 179042.25435688504, 355947.74824200675 179063.12925460166, 356004.21980715136 179011.88616170542))",0
7040,"POLYGON ((354123.43124220875 178911.32667483756, 354112.38207081857 178839.19999113103, 354044.8525004033 178818.3217311569, 353988.37205141777 178869.57078532438, 353999.4217293381 178941.69778283028, 354066.95134970814 178962.57541236997, 354123.43124220875 178911.32667483756))",0
7041,"POLYGON ((353548.79996577697 178939.8071860586, 353537.7484060953 178867.67832471547, 353470.2140430372 178846.7995577961, 353413.73118972185 178898.05028269318, 353424.7832560067 178970.17945785547, 353492.3176689969 178991.05759429582, 353548.79996577697 178939.8071860586))",0
7042,"POLYGON ((353999.4217293381 178941.69778283028, 353988.37205141777 178869.57078532438, 353920.84151247644 178848.69255004992, 353864.36060150474 178899.94194273133, 353875.4107859749 178972.06925404217, 353942.9413748618 178992.94685886736, 353999.4217293381 178941.69778283028))",0
7043,"POLYGON ((353875.4107859749 178972.06925404217, 353864.36060150474 178899.94194273133, 353796.82909404393 178879.06373216287, 353740.3477211091 178930.3134633582, 353751.39841214893 179002.44108846982, 353818.9299695466 179023.31866858044, 353875.4107859749 178972.06925404217))",0
7044,"POLYGON ((353751.39841214893 179002.44108846982, 353740.3477211091 178930.3134633582, 353672.8152451328 178909.43527749722, 353616.3334102636 178960.68534721277, 353627.38460789307 179032.81328612304, 353694.9171337964 179053.6908415163, 353751.39841214893 179002.44108846982))",0
7045,"POLYGON ((353627.38460789307 179032.81328612304, 353616.3334102636 178960.68534721277, 353548.79996577697 178939.8071860586, 353492.3176689969 178991.05759429582, 353503.36937323696 179063.185847004, 353570.9028676405 179084.06337767636, 353627.38460789307 179032.81328612304))",0
7046,"POLYGON ((354078.00066553627 179034.70148749044, 354066.95134970814 178962.57541236997, 353999.4217293381 178941.69778283028, 353942.9413748618 178992.94685886736, 353953.9911972464 179065.0732477716, 354021.5208675449 179085.95024685637, 354078.00066553627 179034.70148749044))",0
7047,"POLYGON ((353503.36937323696 179063.185847004, 353492.3176689969 178991.05759429582, 353424.7832560067 178970.17945785547, 353368.30049734155 179021.43020461296, 353379.35270821163 179093.5587711205, 353446.8871711093 179114.43627706834, 353503.36937323696 179063.185847004))",0
7048,"POLYGON ((353953.9911972464 179065.0732477716, 353942.9413748618 178992.94685886736, 353875.4107859749 178972.06925404217, 353818.9299695466 179023.31866858044, 353829.9802985089 179095.44537126704, 353897.5109373156 179116.32234563085, 353953.9911972464 179065.0732477716))",0
7049,"POLYGON ((353829.9802985089 179095.44537126704, 353818.9299695466 179023.31866858044, 353751.39841214893 179002.44108846982, 353694.9171337964 179053.6908415163, 353705.9679693545 179125.8178579859, 353773.49957666383 179146.69480762386, 353829.9802985089 179095.44537126704))",0
7050,"POLYGON ((352366.26028183 178780.37293863454, 352355.2037276871 178708.2381904272, 352287.65891090746 178687.35717314295, 352231.1705983365 178738.61153461516, 352242.22765919473 178810.74659670755, 352309.7725259013 178831.6269834363, 352366.26028183 178780.37293863454))",0
7051,"POLYGON ((352816.9452329992 178782.26751370623, 352805.89056082966 178710.1346296335, 352738.3495680792 178689.25414410682, 352681.86319755175 178740.5071731729, 352692.91837638215 178812.6403711143, 352760.4594190741 178833.5202261174, 352816.9452329992 178782.26751370623))",0
7052,"POLYGON ((352242.22765919473 178810.74659670755, 352231.1705983365 178738.61153461516, 352163.62481307203 178717.73054202285, 352107.1360387411 178768.98524209042, 352118.19360633375 178841.1206180692, 352185.7394415158 178862.00098008977, 352242.22765919473 178810.74659670755))",0
7053,"POLYGON ((352692.91837638215 178812.6403711143, 352681.86319755175 178740.5071731729, 352614.321236304 178719.62671234156, 352557.83440394944 178770.88007998315, 352568.8900894637 178843.01359179686, 352636.4321006429 178863.8934220918, 352692.91837638215 178812.6403711143))",0
7054,"POLYGON ((352568.8900894637 178843.01359179686, 352557.83440394944 178770.88007998315, 352490.2914742099 178749.99964384938, 352433.8041800558 178801.25335006858, 352444.8603722718 178873.38717574748, 352512.4033519331 178894.2669813392, 352568.8900894637 178843.01359179686))",0
7055,"POLYGON ((352444.8603722718 178873.38717574748, 352433.8041800558 178801.25335006858, 352366.26028183 178780.37293863454, 352309.7725259013 178831.6269834363, 352320.82922483946 178903.76112298534, 352388.3731729778 178924.64090386248, 352444.8603722718 178873.38717574748))",0
7056,"POLYGON ((352895.5396173988 178875.27935500286, 352884.4853071963 178803.1473934097, 352816.9452329992 178782.26751370623, 352760.4594190741 178833.5202261174, 352771.514235946 178905.65250156366, 352839.0543600683 178926.5317507435, 352895.5396173988 178875.27935500286))",0
7057,"POLYGON ((352320.82922483946 178903.76112298534, 352309.7725259013 178831.6269834363, 352242.22765919473 178810.74659670755, 352185.7394415158 178862.00098008977, 352196.79664719687 178934.1354335075, 352264.3415638071 178955.01518967084, 352320.82922483946 178903.76112298534))",0
7058,"POLYGON ((352771.514235946 178905.65250156366, 352760.4594190741 178833.5202261174, 352692.91837638215 178812.6403711143, 352636.4321006429 178863.8934220918, 352647.48742420424 178936.0260113898, 352715.02851681114 178956.90523585578, 352771.514235946 178905.65250156366))",0
7059,"POLYGON ((352647.48742420424 178936.0260113898, 352636.4321006429 178863.8934220918, 352568.8900894637 178843.01359179686, 352512.4033519331 178894.2669813392, 352523.4591822043 178966.39988448465, 352591.0012432908 178987.27908423473, 352647.48742420424 178936.0260113898))",0
7060,"POLYGON ((351419.39019211516 178899.97838465567, 351408.32972868776 178827.84051661153, 351340.7772140614 178806.95906634798, 351284.2851129796 178858.216114757, 351295.34608325607 178930.35429669963, 351362.8986477591 178951.23511633265, 351419.39019211516 178899.97838465567))",0
7061,"POLYGON ((351870.12121006247 178901.8697506803, 351859.06262893794 178829.73374693078, 351791.5139382524 178808.85282844806, 351735.0237787934 178860.1085443108, 351746.0828667128 178932.24486194318, 351813.63160728925 178953.12514982576, 351870.12121006247 178901.8697506803))",0
7062,"POLYGON ((350844.5862973301 178928.46373779036, 350833.523444577 178856.32369144115, 350765.9661376108 178835.4417340837, 350709.4716335362 178886.7004537463, 350720.5349932092 178958.8408140074, 350788.09235003043 178979.72214069113, 350844.5862973301 178928.46373779036))",0
7063,"POLYGON ((351295.34608325607 178930.35429669963, 351284.2851129796 178858.216114757, 351216.73162990366 178837.33468920377, 351160.2390672288 178888.5920762329, 351171.3005443722 178960.73057207116, 351238.8540773169 178981.61136698257, 351295.34608325607 178930.35429669963))",0
7064,"POLYGON ((351746.0828667128 178932.24486194318, 351735.0237787934 178860.1085443108, 351667.4741196453 178839.22765053483, 351610.9834985289 178890.48370499926, 351622.04309326265 178962.62033651315, 351689.5928022911 178983.50059967762, 351746.0828667128 178932.24486194318))",0
7065,"POLYGON ((352196.79664719687 178934.1354335075, 352185.7394415158 178862.00098008977, 352118.19360633375 178841.1206180692, 352061.7049269316 178892.3753400375, 352072.76263937366 178964.5101073226, 352140.3085244507 178985.38983876427, 352196.79664719687 178934.1354335075))",0
7066,"POLYGON ((350720.5349932092 178958.8408140074, 350709.4716335362 178886.7004537463, 350641.9133581375 178865.8185211019, 350585.41839256167 178917.07757940516, 350596.48225917574 178989.21825357887, 350664.04058441933 179010.09955553745, 350720.5349932092 178958.8408140074))",0
7067,"POLYGON ((351171.3005443722 178960.73057207116, 351160.2390672288 178888.5920762329, 351092.6846157071 178867.71067539137, 351036.19159146637 178918.96840104205, 351047.2535754985 178991.1072107816, 351114.80807687715 179011.9879809678, 351171.3005443722 178960.73057207116))",0
7068,"POLYGON ((351622.04309326265 178962.62033651315, 351610.9834985289 178890.48370499926, 351543.43287092284 178869.60283593432, 351486.941788174 178920.85922900535, 351498.0018897429 178992.99617440143, 351565.55256721925 179013.8764128429, 351622.04309326265 178962.62033651315))",0
